DepMap_ID,stripped_cell_line_name,CCLE_Name,alias,COSMIC_ID,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,sample_collection_site,primary_or_metastasis,disease,disease_subtype,age,Sanger_model_ID,additional_info
ACH-000519,PEER,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,ALL,t_cell,,Female,HSRRB,,,,,,CVCL_1913,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",4.0,SIDM00991,
ACH-000520,59M,59M_OVARY,,,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,ECACC,2.0,-3.65997253,Adherent,"DMEM; 10% FBS + 2 mM Glutamine, sodium pyruvate, ITS",5.7,CVCL_2291,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,
ACH-000521,NCIH2030,NCIH2030_LUNG,,722045.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,ATCC,3.0,-3.1129335289999998,Adherent,RPMI; 10% FBS,14.2,CVCL_1517,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00715,
ACH-000522,UMUC3,UMUC3_URINARY_TRACT,,724838.0,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Male,ATCC,2.0,-5.129862323999999,Adherent,EMEM; 10% FBS,11.7,CVCL_1783,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM01182,
ACH-000523,NCIH1184,NCIH1184_LUNG,H1184,,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1458,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),42.0,,
ACH-000524,KURAMOCHI,KURAMOCHI_OVARY,,909975.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,HSRRB,3.0,-6.022282442000001,Adherent,RPMI; 10% FBS,47.9,CVCL_1345,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,SIDM00554,
ACH-000525,NCIH2171,NCIH2171_LUNG,H2171,688015.0,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1536,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50.0,SIDM00733,
ACH-000526,HS821T,HS821T_FIBROBLAST,,,fibroblast,fibroblast_bone,,,Female,ATCC,,,,,,CVCL_0932,fibroblast,Primary,Fibroblast,Bone,31.0,,
ACH-000527,OVISE,OVISE_OVARY,,1240198.0,ovary,ovary_adenocarcinoma,clear_cell,,Female,HSRRB,3.0,-5.804772285,Adherent,RPMI; 10% FBS,31.8,CVCL_3116,bone,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",40.0,SIDM00564,
ACH-000528,ABC1,ABC1_LUNG,,906791.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,HSRRB,3.0,-5.804387127,Adherent,EMEM; 10% FBS,22.5,CVCL_1066,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47.0,SIDM00494,
ACH-000529,T173,T173_FIBROBLAST,,,fibroblast,fibroblast_bone,,,Unknown,ATCC,,,,,,CVCL_3605,fibroblast,,Fibroblast,Bone,,,
ACH-000530,DMS114,DMS114_LUNG,,687983.0,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1174,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),68.0,SIDM00865,
ACH-000531,RS5,RS5_FIBROBLAST,,,fibroblast,fibroblast_lung,,,Male,DSMZ,,,,,,CVCL_2182,fibroblast,,Fibroblast,Lung,78.0,,
ACH-000532,SNU61,SNU61_LARGE_INTESTINE,,1660035.0,colorectal,colorectal_adenocarcinoma,,,Male,KCLB,,,,,,CVCL_5078,liver,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,48.0,SIDM00194,
ACH-000533,NCIH2004RT,NCIH2004RT_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Unknown,Academic lab,,,,,,CVCL_WS70,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-000534,WSUDLCL2,WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331050.0,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Male,DSMZ,,,,,,CVCL_1902,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),41.0,SIDM00413,
ACH-000535,BXPC3,BXPC3_PANCREAS,,906693.0,pancreas,exocrine,exocrine_adenocarcinoma,,Female,ATCC,2.0,-4.19943711,Adherent,RPMI; 10% FBS,18.4,CVCL_0186,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",61.0,SIDM00132,
ACH-000536,BT20,BT20_BREAST,,906801.0,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A,Female,ATCC,,,,,,CVCL_0178,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,74.0,SIDM00893,
ACH-000537,SNU761,SNU761_LIVER,,,liver,hepatocellular_carcinoma,,,Male,KCLB,1.0,-5.252504492,Adherent,RPMI; 10% FBS,10.9,CVCL_5089,liver,,Liver Cancer,Hepatocellular Carcinoma,49.0,,
ACH-000538,HUTU80,HUTU80_SMALL_INTESTINE,,907073.0,gastric,duodenal_adenocarcinoma,,,Male,ATCC,,,,,,CVCL_1301,small_intestine,Primary,Gastric Cancer,Duodenal Adenocarcinoma,53.0,SIDM00694,
ACH-000539,HS618T,HS618T_FIBROBLAST,,,fibroblast,fibroblast_lung,,,Female,ATCC,,,,,,CVCL_0827,fibroblast,Primary,Fibroblast,Lung,60.0,,
ACH-000540,HS606T,HS606T_FIBROBLAST,,,fibroblast,fibroblast_breast,,,Female,ATCC,,,,,,CVCL_0819,fibroblast,,Fibroblast,Breast,44.0,,
ACH-000541,KMS34,KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Female,HSRRB,1.0,-2.155246269,Suspension,RPMI; 10% FBS,2.6,CVCL_2996,pleural_effusion,Primary,Myeloma,Multiple Myeloma,60.0,,
ACH-000542,HEYA8,HEYA8_OVARY,,,ovary,ovary_adenocarcinoma,low_grade_serous,,Female,Academic lab,3.0,-3.515303779,Adherent,RPMI; 10% FBS,7.1,CVCL_8878,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, low grade serous",,SIDM01215,
ACH-000543,SNU489,SNU489_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,glioblastoma,,Male,KCLB,,,,,,CVCL_5069,central_nervous_system,,Brain Cancer,Glioblastoma,54.0,,
ACH-000544,OE21,OE21_OESOPHAGUS,,1298359.0,esophagus,esophagus_squamous,,,Male,HPACC,2.0,-3.993280183,Adherent,RPMI-1640: 90.0%,15.4,CVCL_2661,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,74.0,SIDM00478,
ACH-000545,VMCUB1,VMCUB1_URINARY_TRACT,,909780.0,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Male,DSMZ,2.0,-3.9779758210000002,Adherent,DMEM: 90.0%; 10%FBS,32.8,CVCL_1786,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,,SIDM00414,
ACH-000546,HSC4,HSC4_UPPER_AERODIGESTIVE_TRACT,,907062.0,upper_aerodigestive,upper_aerodigestive_squamous,,,Male,HSRRB,,,,,,CVCL_1289,upper_aerodigestive_tract,Metastasis,Head and Neck Cancer,Squamous Cell Carcinoma,64.0,SIDM00588,
ACH-000547,HT1197,HT1197_URINARY_TRACT,,907065.0,urinary_tract,bladder_carcinoma,,,Male,ATCC,2.0,-2.868265098,Adherent,EMEM; 10% FBS,28,CVCL_1291,urinary_tract,Primary,Bladder Cancer,Carcinoma,44.0,SIDM00676,
ACH-000548,BHY,BHY_UPPER_AERODIGESTIVE_TRACT,,753535.0,upper_aerodigestive,upper_aerodigestive_squamous,oral,,Male,DSMZ,2.0,-3.923963104,Adherent,DMEM;10% FBS;,8.8,CVCL_1086,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",52.0,SIDM00986,
ACH-000549,SNU1076,SNU1076_UPPER_AERODIGESTIVE_TRACT,,,upper_aerodigestive,upper_aerodigestive_squamous,laryngeal,,Male,KCLB,2.0,-3.221794252,,"RPMI1640 with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3, 90%; heat inactivated fetal bovine serum (FBS), 10%",15,CVCL_5006,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, laryngeal",60.0,SIDM00168,
ACH-000550,IGR39,IGR39_SKIN,,,skin,melanoma,,,Male,DSMZ,2.0,-4.453872456,Adherent,DMEM; 15% FBS,28.9,CVCL_2076,skin,Primary,Skin Cancer,Melanoma,26.0,SIDM01065,
ACH-000551,K562,K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,905940.0,blood,CML,blast_crisis,,Female,ATCC,2.0,-3.208706556,Suspension,IMDM; 10% FBS,53.2,CVCL_0004,pleural_effusion,Metastasis,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",53.0,SIDM00791,
ACH-000552,HT29,HT29_LARGE_INTESTINE,,905939.0,colorectal,colorectal_adenocarcinoma,,,Female,ATCC,2.0,-4.44775747,Adherent,McCoy's 5A; 10% FBS,14.8,CVCL_0320,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,44.0,SIDM00136,
ACH-000553,SQ1,SQ1_LUNG,,,lung,NSCLC,NSCLC_squamous,,Male,RIKEN,,,,,,CVCL_4900,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,,
ACH-000554,UACC893,UACC893_BREAST,,909778.0,breast,breast_ductal_carcinoma,ERneg_HER2pos,HER2_amp,Female,ATCC,,,,,,CVCL_1782,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,57.0,SIDM01186,
ACH-000555,A498,A498_KIDNEY,,905948.0,kidney,renal_cell_carcinoma,,,Male,ATCC,,,,,,CVCL_1056,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,52.0,SIDM00124,
ACH-000556,SIHA,SIHA_CERVIX,,930297.0,cervix,cervical_carcinoma,,,Female,ATCC,2.0,-4.033755928,Adherent,EMEM; 10% FBS,9.5,CVCL_0032,cervix,,Cervical Cancer,Carcinoma,,SIDM01093,
ACH-000557,AML193,AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,M5,,Female,ATCC,2.0,-2.6428427930000002,Suspension,IMDM; 5% FBS; 10ug/mL Insulin; 5ug/mL Transferrin; 2ng/mL GM-CSF,9.5,CVCL_1071,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",13.0,,
ACH-000558,A172,A172_CENTRAL_NERVOUS_SYSTEM,,687563.0,central_nervous_system,glioma,glioblastoma,,Male,ATCC,,,,,,CVCL_0131,central_nervous_system,Primary,Brain Cancer,Glioblastoma,53.0,SIDM00799,
ACH-000559,NCIH1836,NCIH1836_LUNG,,1240182.0,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1498,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),52.0,SIDM00770,
ACH-000560,ECC10,ECC10_STOMACH,,906848.0,gastric,gastric_small_cell,,,Male,RIKEN,,,,,,CVCL_1188,liver,,Gastric Cancer,Small Cell Carcinoma,,SIDM00280,
ACH-000561,TDOTT,TT_OESOPHAGUS,,1299064.0,esophagus,esophagus_squamous,,,Male,HSRRB,,,,,,CVCL_3174,bone,Metastasis,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00322,
ACH-000562,HCC78,HCC78_LUNG,,1290908.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,DSMZ,,,,,,CVCL_2061,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65.0,SIDM01068,
ACH-000563,EBC1,EBC1_LUNG,,753554.0,lung,NSCLC,NSCLC_squamous,,Male,RIKEN,2.0,-2.4905034,,,23.7,CVCL_2891,skin,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69.0,SIDM00486,
ACH-000564,KHM1B,KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Male,HSRRB,,,,,,CVCL_2972,pleural_effusion,Primary,Myeloma,Multiple Myeloma,53.0,,
ACH-000565,RCM1,RCM1_LARGE_INTESTINE,,909263.0,colorectal,colorectal_adenocarcinoma,,,Female,HSRRB,,,,,,CVCL_1648,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,73.0,SIDM00359,
ACH-000566,SW1710,SW1710_URINARY_TRACT,,909749.0,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Female,DSMZ,,,,,,CVCL_1721,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,84.0,SIDM00420,
ACH-000567,ST486,ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910906.0,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,,Female,ATCC,,,,,,CVCL_1712,ascites,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",,SIDM01198,
ACH-000568,UACC812,UACC812_BREAST,,910910.0,breast,breast_ductal_carcinoma,ERpos_HER2pos,luminal,Female,ATCC,,,,,,CVCL_1781,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,43.0,SIDM01187,
ACH-000569,ISTMES1,ISTMES1_PLEURA,,907173.0,lung,mesothelioma,,,Female,ICLC,0.0,-2.111102216,,,,CVCL_1311,pleural_effusion,Primary,Lung Cancer,Mesothelioma,70.0,SIDM00224,
ACH-000570,YKG1,YKG1_CENTRAL_NERVOUS_SYSTEM,,687592.0,central_nervous_system,glioma,glioblastoma,,Female,HSRRB,2.0,-4.778727761,Adherent,DMEM; 10% FBS,21.1,CVCL_1796,central_nervous_system,Primary,Brain Cancer,Glioblastoma,,SIDM00315,
ACH-000571,T98G,T98G_CENTRAL_NERVOUS_SYSTEM,,687586.0,central_nervous_system,glioma,glioblastoma,,Male,ATCC,2.0,-4.705596718,Adherent,EMEM; 10% FBS,20.4,CVCL_0556,central_nervous_system,Primary,Brain Cancer,Glioblastoma,61.0,SIDM01171,
ACH-000572,G361,G361_SKIN,,906865.0,skin,melanoma,,,Male,ATCC,,,,,,CVCL_1220,skin,Primary,Skin Cancer,Melanoma,31.0,SIDM00857,
ACH-000573,MDAMB436,MDAMB436_BREAST,,1240172.0,breast,breast_carcinoma,ERneg_HER2neg,basal_B,Female,ATCC,3.0,-5.242670073,Semi-adherent,RPMI; 10% FBS; 16ug/ml glutathione,47.3,CVCL_0623,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,43.0,SIDM00629,
ACH-000574,FUOV1,FUOV1_OVARY,,1240129.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,DSMZ,,,,,,CVCL_2047,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",65.0,SIDM01040,
ACH-000575,HCC364,HCC364_LUNG,,,lung,NSCLC,NSCLC_adenocarcinoma,,Male,Academic lab,,,,,,CVCL_5134,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,
ACH-000576,KMS27,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Male,HSRRB,2.0,-2.7142935489999998,Suspension,RPMI; 10% FBS,11,CVCL_2993,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52.0,,
ACH-000577,JHH2,JHH2_LIVER,,1240157.0,liver,hepatocellular_carcinoma,,,Male,HSRRB,1.0,-2.758677814,Adherent,EMEM; 10% FBS,18.3,CVCL_2786,ascites,Metastasis,Liver Cancer,Hepatocellular Carcinoma,57.0,SIDM00617,
ACH-000578,HCC1171,HCC1171_LUNG,,,lung,NSCLC,NSCLC_adenocarcinoma,,Male,KCLB,,,,,,CVCL_5126,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",58.0,,
ACH-000579,UACC257,UACC257_SKIN,,905977.0,skin,melanoma,,,Unknown,NCI/DCTD,1.0,-1.373476977,Adherent,RPMI-1640; 10%FBS,18.7,CVCL_1779,skin,Primary,Skin Cancer,Melanoma,,SIDM00108,
ACH-000580,C32,C32_SKIN,,906830.0,skin,melanoma,amelanotic,,Male,ATCC,2.0,-3.442187665,Adherent,EMEM; 10% FBS; 0.1mM NEAA,33.9,CVCL_1097,skin,Primary,Skin Cancer,"Melanoma, amelanotic",53.0,SIDM00890,
ACH-000581,SNU16,SNU16_STOMACH,,908446.0,gastric,gastric_adenocarcinoma,,,Female,ATCC,1.0,-1.062705303,,"RPMI-1640: 90.0%,10%FBS",42.3,CVCL_0076,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,33.0,SIDM01145,
ACH-000582,COLO741,COLO741_SKIN,,,skin,melanoma,,,Female,ECACC,,,,,,CVCL_1133,skin,Metastasis,Skin Cancer,Melanoma,69.0,,
ACH-000583,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907799.0,lymphocyte,non_hodgkin_lymphoma,b_cell,,Male,ATCC,2.0,-2.530316903,,RPMI-1640: 80.0%,50.1,CVCL_1399,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00637,
ACH-000584,JHOS4,JHOS4_OVARY,,1480359.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,RIKEN,3.0,-5.068363548,Adherent,DMEM:F12 (1:1); 10% FBS,27.1,CVCL_4649,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",44.0,SIDM00303,
ACH-000585,EPLC272H,EPLC272H_LUNG,,753556.0,lung,NSCLC,NSCLC_squamous,,Male,DSMZ,3.0,-4.633492685,Adherent,RPMI; 20% FBS,14.2,CVCL_1197,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57.0,SIDM01044,
ACH-000586,NCIH1876,NCIH1876_LUNG,,1330972.0,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1503,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59.0,SIDM00766,
ACH-000587,NCIH1975,NCIH1975_LUNG,,924244.0,lung,NSCLC,NSCLC_adenocarcinoma,,Female,ATCC,2.0,-4.6541065,Adherent,DMEM; 10% FBS,10.5,CVCL_1511,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00759,
ACH-000588,KMS26,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Male,HSRRB,2.0,-3.51697375,Suspension,RPMI; 10% FBS,23.9,CVCL_2992,pleural_effusion,Primary,Myeloma,Multiple Myeloma,50.0,,
ACH-000589,NCIH1437,NCIH1437_LUNG,,687794.0,lung,NSCLC,NSCLC_adenocarcinoma,,Male,ATCC,3.0,-4.660154245,Adherent,RPMI; 10% FBS,9.2,CVCL_1472,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",60.0,SIDM00734,
ACH-000590,NCIH2073,NCIH2073_LUNG,,,lung,NSCLC,NSCLC_adenocarcinoma,,Female,ATCC,,,,,,CVCL_1521,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47.0,SIDM00757,
ACH-000591,LN235,LN235_CENTRAL_NERVOUS_SYSTEM,LN-235,,central_nervous_system,glioma,astrocytoma,,Male,Academic lab,2.0,-3.96076416,Adherent,DMEM; 10% FBS,12.7,CVCL_3957,central_nervous_system,,Brain Cancer,Astrocytoma,38.0,,
ACH-000592,TM31,TM31_CENTRAL_NERVOUS_SYSTEM,,,central_nervous_system,glioma,,,Female,RIKEN,2.0,-4.149535086,Adherent,EMEM: 90.0%,14.3,CVCL_6735,central_nervous_system,,Brain Cancer,Glioma,42.0,,
ACH-000593,BC3C,BC3C_URINARY_TRACT,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,,Female,DSMZ,2.0,-4.91347783,Adherent,M10,4.9,CVCL_1958,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,82.0,,
ACH-000594,DMS153,DMS153_LUNG,,,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1175,liver,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),44.0,,
ACH-000595,LN229,LN229_CENTRAL_NERVOUS_SYSTEM,,1240169.0,central_nervous_system,glioma,glioblastoma,,Female,ATCC,,,,,,CVCL_0393,central_nervous_system,Primary,Brain Cancer,Glioblastoma,60.0,SIDM00684,
ACH-000596,LCLC97TM1,LCLC97TM1_LUNG,,946361.0,lung,NSCLC,NSCLC_large_cell,,Male,DSMZ,2.0,-3.0211735010000003,Adherent,RPMI; 20% FBS,51.4,CVCL_1376,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",44.0,SIDM00344,
ACH-000597,TTC709,TTC709_SOFT_TISSUE,,,soft_tissue,malignant_rhabdoid_tumor,,,Unknown,Academic lab,,,,,,CVCL_8007,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,
ACH-000598,KMS21BM,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,plasma_cell,multiple_myeloma,,,Male,HSRRB,,,,,,CVCL_2991,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62.0,,
ACH-000599,PATU8902,PATU8902_PANCREAS,,1298526.0,pancreas,exocrine,exocrine_adenocarcinoma,,Female,DSMZ,1.0,-3.1748261939999995,Adherent,DMEM; 10% FBS,45,CVCL_1845,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",44.0,SIDM00455,
ACH-000600,SLR26,SLR26_KIDNEY,,,kidney,renal_cell_carcinoma,,,Unknown,Academic lab,2.0,-3.369629827,Adherent,RPMI; 10% FBS,16.6,CVCL_V612,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,
ACH-000601,MIAPACA2,MIAPACA2_PANCREAS,,724870.0,pancreas,exocrine,exocrine_adenocarcinoma,,Male,ATCC,4.0,-5.444779706,Adherent,DMEM; 10% FBS,11.7,CVCL_0428,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65.0,SIDM00505,
ACH-000602,M07E,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,AML,M7,,Female,DSMZ,,,,,,CVCL_2106,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.5,,
ACH-000603,BEN,BEN_LUNG,,753534.0,lung,NSCLC,,,Male,DSMZ,,,,,,CVCL_1082,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",71.0,SIDM00990,
ACH-000604,KYO1,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,blood,CML,blast_crisis,,Male,DSMZ,2.0,-2.2824779090000002,Suspension,RPMI-1640: 80.0%,40.3,CVCL_2095,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",22.0,,
ACH-000605,TE6,TE6_OESOPHAGUS,,946355.0,esophagus,esophagus_squamous,,,Male,RIKEN,2.0,-3.13779556,Adherent,RPMI; 10% FBS,40,CVCL_1765,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00328,
ACH-000606,PECAPJ34CLONEC12,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,,,upper_aerodigestive,upper_aerodigestive_squamous,basaloid,,Male,ECACC,2.0,-3.7063808560000004,Adherent,IMDM; 10% FBS;2mM Glutamine,19.8,CVCL_2679,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, basaloid",60.0,,
ACH-000607,KYM1,KYM1_SOFT_TISSUE,,1240166.0,soft_tissue,malignant_rhabdoid_tumor,,,Male,HSRRB,2.0,-3.136816617,,"D:F(1:1) 10%FBS, http://cellbank.nibio.go.jp/~cellbank/en/search_res_det.cgi?RNO=jcrb0627",52.7,CVCL_3007,soft_tissue,Primary,Rhabdoid,Malignant Rhabdoid Tumor,1.0,SIDM00552,
ACH-000608,COV644,COV644_OVARY,,,ovary,ovary_adenocarcinoma,mucinous,,Female,ECACC,3.0,-3.896520754,Adherent,DMEM; 10% FBS; 2mM L-glutamine,11.5,CVCL_2425,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mucinous",,,
ACH-000609,SF126,SF126_CENTRAL_NERVOUS_SYSTEM,,909712.0,central_nervous_system,glioma,astrocytoma,,Female,HSRRB,,,,,,CVCL_1688,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM00382,
ACH-000610,NCIH2227,NCIH2227_LUNG,,688018.0,lung,SCLC,,,Male,ATCC,,,,,,CVCL_1542,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54.0,SIDM00730,
ACH-000611,SUDHL6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331037.0,lymphocyte,non_hodgkin_lymphoma,DLBCL,,Male,DSMZ,,,,,,CVCL_2206,ascites,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),43.0,SIDM00407,
ACH-000612,HUT102,HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,lymphocyte,lymphoma_unspecified,t_cell,,Male,ATCC,,,,,,CVCL_3526,lymph_node,,Lymphoma,T-cell,26.0,,
ACH-000613,HOS,HOS_BONE,,907060.0,bone,osteosarcoma,,,Female,ATCC,,,,,,CVCL_0312,bone,Primary,Bone Cancer,Osteosarcoma,13.0,SIDM00806,
ACH-000614,RVH421,RVH421_SKIN,,909706.0,skin,melanoma,,,Male,DSMZ,2.0,-3.149393402,Adherent,RPMI-1640; 10%FBS,48.2,CVCL_1672,central_nervous_system,Metastasis,Skin Cancer,Melanoma,28.0,SIDM00401,
ACH-000615,SKMEL28,SKMEL28_SKIN,,905954.0,skin,melanoma,,,Male,ATCC,,,,,,CVCL_0526,skin,,Skin Cancer,Melanoma,51.0,SIDM00081,
ACH-000616,HS746T,HS746T_STOMACH,,1240151.0,gastric,gastric_adenocarcinoma,,,Male,ATCC,2.0,-3.633396691,Adherent,DMEM: 90.0%; 10%FBS,17.6,CVCL_0333,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,74.0,SIDM00665,
ACH-000617,OVCAR4,OVCAR4_OVARY,,905990.0,ovary,ovary_adenocarcinoma,high_grade_serous,,Female,NCI/DCTD,,,,,,CVCL_1627,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",42.0,SIDM00092,
ACH-000618,SNU1041,SNU1041_UPPER_AERODIGESTIVE_TRACT,,,upper_aerodigestive,upper_aerodigestive_squamous,hypopharyngeal,,Male,KCLB,2.0,-4.831634874,Adherent,"90% RPMI1640 with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3 + 10% h.i. FBS",55.7,CVCL_L085,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, hypopharyngeal",,SIDM00173,
